Month,Day,Hour,Irradiance,Temperature,
5;13;19;0;14.5;
5;13;20;0;13.8;
5;13;21;0;13.0;
5;13;22;0;12.3;
5;13;23;0;11.5;
5;13;24;0;10.8;
5;14;1;0;10.2;
5;14;2;0;9.6;
5;14;3;0;9.0;
5;14;4;0;8.5;
5;14;5;0;7.9;
5;14;6;0;7.3;
5;14;7;0;6.7;
5;14;8;63;8.2;
5;14;9;315;11.4;
5;14;10;570;14.5;
5;14;11;746;17.1;
5;14;12;855;19.2;
5;14;13;900;20.8;
5;14;14;867;21.9;
5;14;15;752;22.3;
5;14;16;566;22.0;
5;14;17;280;20.5;
5;14;18;104;18.7;
5;14;19;0;17.7;
5;14;20;0;16.8;
5;14;21;0;15.8;
5;14;22;0;14.8;
5;14;23;0;13.9;
5;14;24;0;12.9;
5;15;1;0;11.9;
5;15;2;0;10.9;
5;15;3;0;9.9;
5;15;4;0;8.9;
5;15;5;0;7.9;
5;15;6;0;6.9;
5;15;7;0;5.8;
5;15;8;101;8.3;
5;15;9;335;11.1;
5;15;10;542;13.7;
5;15;11;744;16.2;
5;15;12;859;18.3;
5;15;13;890;19.7;
5;15;14;852;20.7;
5;15;15;719;20.9;
5;15;16;492;20.3;
5;15;17;335;19.0;
5;15;18;85;17.1;
5;15;19;0;16.2;
5;15;20;0;15.3;
5;15;21;0;14.4;
5;15;22;0;13.6;
5;15;23;0;12.7;
5;15;24;0;11.8;
5;16;1;0;11.1;
5;16;2;0;10.3;
5;16;3;0;9.6;
5;16;4;0;8.9;
5;16;5;0;8.2;
5;16;6;0;7.5;
5;16;7;0;6.8;
5;16;8;43;7.8;
5;16;9;241;10.3;
5;16;10;409;12.5;
5;16;11;645;15.0;
5;16;12;764;17.2;
5;16;13;841;18.9;
5;16;14;813;20.0;
5;16;15;700;20.5;
5;16;16;488;20.2;
5;16;17;284;19.1;
5;16;18;99;17.5;
5;16;19;0;16.6;
5;16;20;0;15.7;
5;16;21;0;14.8;
5;16;22;0;13.9;
5;16;23;0;13.1;
5;16;24;0;12.2;
5;17;1;0;11.3;
5;17;2;0;10.4;
5;17;3;0;9.5;
5;17;4;0;8.6;
5;17;5;0;7.6;
5;17;6;0;6.7;
5;17;7;0;5.8;
5;17;8;80;7.7;
5;17;9;287;10.2;
5;17;10;519;13.0;
5;17;11;693;15.4;
5;17;12;799;17.3;
5;17;13;856;18.8;
5;17;14;787;19.7;
5;17;15;659;19.9;
5;17;16;474;19.3;
5;17;17;307;18.2;
5;17;18;99;16.5;
5;17;19;0;15.7;
5;17;20;0;14.9;
5;17;21;0;14.1;
5;17;22;0;13.3;
5;17;23;0;12.5;
5;17;24;0;11.7;
5;18;1;0;11.0;
5;18;2;0;10.3;
5;18;3;0;9.7;
5;18;4;0;9.0;
5;18;5;0;8.3;
5;18;6;0;7.7;
5;18;7;0;7.0;
5;18;8;59;8.4;
5;18;9;281;11.2;
5;18;10;500;13.9;
5;18;11;655;16.2;
5;18;12;764;18.1;
5;18;13;828;19.6;
5;18;14;788;20.5;
5;18;15;664;20.8;
5;18;16;535;20.7;
5;18;17;284;19.4;
5;18;18;84;17.7;
5;18;19;0;17.0;
5;18;20;0;16.3;
5;18;21;0;15.7;
5;18;22;0;15.0;
5;18;23;0;14.3;
5;18;24;0;13.7;
5;19;1;0;13.1;
5;19;2;0;12.6;
5;19;3;0;12.0;
5;19;4;0;11.5;
5;19;5;0;10.9;
5;19;6;0;10.4;
5;19;7;0;9.8;
5;19;8;99;12.3;
5;19;9;278;14.5;
5;19;10;484;16.9;
5;19;11;709;19.5;
5;19;12;814;21.6;
5;19;13;843;23.1;
5;19;14;822;24.1;
5;19;15;741;24.6;
5;19;16;506;24.1;
5;19;17;302;22.9;
5;19;18;98;21.2;
5;19;19;0;20.3;
5;19;20;0;19.4;
5;19;21;0;18.5;
5;19;22;0;17.7;
5;19;23;0;16.8;
5;19;24;0;15.9;
5;20;1;0;15.1;
5;20;2;0;14.2;
5;20;3;0;13.4;
5;20;4;0;12.5;
5;20;5;0;11.6;
5;20;6;0;10.8;
5;20;7;0;9.9;
5;20;8;27;10.6;
5;20;9;264;13.5;
5;20;10;433;15.9;
5;20;11;628;18.3;
5;20;12;760;20.4;
5;20;13;813;22.0;
5;20;14;789;23.0;
5;20;15;698;23.6;
5;20;16;542;23.5;
5;20;17;257;22.3;
5;20;18;86;20.6;
5;20;19;0;19.6;
5;20;20;0;18.6;
5;20;21;0;17.6;
5;20;22;0;16.7;
5;20;23;0;15.7;
5;20;24;0;14.7;
5;21;1;0;13.8;
5;21;2;0;12.8;
5;21;3;0;11.8;
5;21;4;0;10.9;
5;21;5;0;9.9;
5;21;6;0;8.9;
5;21;7;0;7.9;
5;21;8;80;9.9;
5;21;9;336;13.0;
5;21;10;565;15.9;
5;21;11;734;18.3;
5;21;12;832;20.3;
5;21;13;866;21.7;
5;21;14;817;22.5;
5;21;15;674;22.7;
5;21;16;534;22.3;
5;21;17;296;21.0;
5;21;18;92;19.1;
5;21;19;0;18.2;
5;21;20;0;17.3;
5;21;21;0;16.4;
5;21;22;0;15.5;
5;21;23;0;14.6;
5;21;24;0;13.6;
5;22;1;0;12.9;
5;22;2;0;12.2;
5;22;3;0;11.4;
5;22;4;0;10.6;
5;22;5;0;9.9;
5;22;6;0;9.1;
5;22;7;0;8.4;
5;22;8;100;10.8;
5;22;9;267;12.9;
5;22;10;474;15.3;
5;22;11;672;17.7;
5;22;12;777;19.7;
5;22;13;770;21.0;
5;22;14;740;21.8;
5;22;15;649;22.1;
5;22;16;552;22.0;
5;22;17;305;20.9;
5;22;18;78;19.1;
5;22;19;0;18.2;
5;22;20;0;17.2;
5;22;21;0;16.3;
5;22;22;0;15.3;
5;22;23;0;14.4;
5;22;24;0;13.4;
5;23;1;0;12.6;
5;23;2;0;11.7;
5;23;3;0;10.9;
5;23;4;0;10.0;
5;23;5;0;9.2;
5;23;6;0;8.3;
5;23;7;0;7.5;
5;23;8;75;9.3;
5;23;9;282;11.8;
5;23;10;478;14.3;
5;23;11;626;16.4;
5;23;12;782;18.5;
5;23;13;835;20.0;
5;23;14;810;21.1;
5;23;15;711;21.5;
5;23;16;556;21.4;
5;23;17;289;20.2;
5;23;18;70;18.4;
5;23;19;0;17.4;
5;23;20;0;16.5;
5;23;21;0;15.6;
5;23;22;0;14.7;
5;23;23;0;13.8;
5;23;24;0;12.9;
5;24;1;0;12.1;
5;24;2;0;11.2;
5;24;3;0;10.4;
5;24;4;0;9.6;
5;24;5;0;8.7;
5;24;6;0;7.9;
5;24;7;0;7.0;
5;24;8;101;9.5;
5;24;9;315;12.1;
5;24;10;572;15.0;
5;24;11;747;17.5;
5;24;12;854;19.6;
5;24;13;889;21.1;
5;24;14;844;22.0;
5;24;15;754;22.3;
5;24;16;554;21.9;
5;24;17;317;20.6;
5;24;18;48;18.5;
5;24;19;0;17.6;
5;24;20;0;16.7;
5;24;21;0;15.8;
5;24;22;0;14.9;
5;24;23;0;14.0;
5;24;24;0;13.1;
5;25;1;0;12.3;
5;25;2;0;11.5;
5;25;3;0;10.7;
5;25;4;0;9.9;
5;25;5;0;9.1;
5;25;6;0;8.3;
5;25;7;0;7.4;
5;25;8;66;9.1;
5;25;9;292;11.9;
5;25;10;527;14.7;
5;25;11;678;17.1;
5;25;12;800;19.1;
5;25;13;886;20.8;
5;25;14;838;21.8;
5;25;15;717;22.2;
5;25;16;551;21.9;
5;25;17;336;20.8;
5;25;18;83;18.9;
5;25;19;0;18.0;
5;25;20;0;17.1;
5;25;21;0;16.2;
5;25;22;0;15.3;
5;25;23;0;14.4;
5;25;24;0;13.5;
5;26;1;0;12.7;
5;26;2;0;11.8;
5;26;3;0;11.0;
5;26;4;0;10.1;
5;26;5;0;9.3;
5;26;6;0;8.5;
5;26;7;0;7.6;
5;26;8;56;9.0;
5;26;9;301;12.0;
5;26;10;492;14.6;
5;26;11;699;17.2;
5;26;12;813;19.3;
5;26;13;859;20.9;
5;26;14;821;21.8;
5;26;15;698;22.2;
5;26;16;577;22.1;
5;26;17;322;20.9;
5;26;18;102;19.0;
5;26;19;0;18.2;
5;26;20;0;17.4;
5;26;21;0;16.6;
5;26;22;0;15.8;
5;26;23;0;15.0;
5;26;24;0;14.2;
5;27;1;0;13.6;
5;27;2;0;13.0;
5;27;3;0;12.3;
5;27;4;0;11.7;
5;27;5;0;11.1;
5;27;6;0;10.4;
5;27;7;0;9.8;
5;27;8;96;12.2;
5;27;9;311;14.8;
5;27;10;459;16.9;
5;27;11;566;18.6;
5;27;12;663;20.1;
5;27;13;763;21.5;
5;27;14;733;22.4;
5;27;15;726;23.0;
5;27;16;461;22.7;
5;27;17;252;21.5;
5;27;18;94;20.0;
5;27;19;0;19.0;
5;27;20;0;18.0;
5;27;21;0;17.0;
5;27;22;0;16.0;
5;27;23;0;15.0;
5;27;24;0;14.0;
5;28;1;0;13.0;
5;28;2;0;12.0;
5;28;3;0;10.9;
5;28;4;0;9.9;
5;28;5;0;8.9;
5;28;6;0;7.8;
5;28;7;0;6.8;
5;28;8;104;9.3;
5;28;9;336;12.2;
5;28;10;583;15.1;
5;28;11;748;17.6;
5;28;12;835;19.5;
5;28;13;882;20.9;
5;28;14;845;21.8;
5;28;15;740;22.1;
5;28;16;539;21.6;
5;28;17;314;20.3;
5;28;18;104;18.4;
5;28;19;0;17.4;
5;28;20;0;16.3;
5;28;21;0;15.3;
5;28;22;0;14.3;
5;28;23;0;13.2;
5;28;24;0;12.2;
5;29;1;0;11.3;
5;29;2;0;10.4;
5;29;3;0;9.5;
5;29;4;0;8.6;
5;29;5;0;7.7;
5;29;6;0;6.9;
5;29;7;0;6.0;
5;29;8;33;6.8;
5;29;9;292;9.9;
5;29;10;581;13.4;
5;29;11;746;16.1;
5;29;12;871;18.3;
5;29;13;910;20.0;
5;29;14;885;21.1;
5;29;15;756;21.5;
5;29;16;567;21.2;
5;29;17;330;19.9;
5;29;18;92;17.9;
5;29;19;0;17.0;
5;29;20;0;16.1;
5;29;21;0;15.1;
5;29;22;0;14.2;
5;29;23;0;13.3;
5;29;24;0;12.3;
5;30;1;0;11.5;
5;30;2;0;10.6;
5;30;3;0;9.8;
5;30;4;0;8.9;
5;30;5;0;8.0;
5;30;6;0;7.1;
5;30;7;0;6.3;
5;30;8;106;8.9;
5;30;9;295;11.2;
5;30;10;509;13.7;
5;30;11;708;16.2;
5;30;12;835;18.3;
5;30;13;876;19.8;
5;30;14;851;20.9;
5;30;15;737;21.3;
5;30;16;535;20.9;
5;30;17;338;19.7;
5;30;18;106;17.9;
5;30;19;0;16.9;
5;30;20;0;16.0;
5;30;21;0;15.0;
5;30;22;0;14.1;
5;30;23;0;13.1;
5;30;24;0;12.2;
5;31;1;0;11.4;
5;31;2;0;10.5;
5;31;3;0;9.7;
5;31;4;0;8.9;
5;31;5;0;8.0;
5;31;6;0;7.2;
5;31;7;0;6.4;
5;31;8;86;8.4;
5;31;9;350;11.6;
5;31;10;577;14.5;
5;31;11;777;17.2;
5;31;12;891;19.3;
5;31;13;915;20.9;
5;31;14;862;21.8;
5;31;15;745;22.1;
5;31;16;550;21.6;
5;31;17;330;20.3;
5;31;18;26;18.1;
5;31;19;0;17.1;
5;31;20;0;16.0;
5;31;21;0;15.0;
5;31;22;0;13.9;
5;31;23;0;12.9;
5;31;24;0;11.9;
6;1;1;0;10.9;
6;1;2;0;9.9;
6;1;3;0;8.8;
6;1;4;0;7.8;
6;1;5;0;6.8;
6;1;6;0;5.8;
6;1;7;0;4.8;
6;1;8;68;6.6;
6;1;9;263;9.2;
6;1;10;568;12.9;
6;1;11;745;15.9;
6;1;12;845;18.2;
6;1;13;879;19.9;
6;1;14;837;20.9;
6;1;15;713;21.3;
6;1;16;542;20.9;
6;1;17;358;19.7;
6;1;18;107;17.6;
6;1;19;0;16.6;
6;1;20;0;15.5;
6;1;21;0;14.5;
6;1;22;0;13.4;
6;1;23;0;12.4;
6;1;24;0;11.3;
6;2;1;0;10.4;
6;2;2;0;9.5;
6;2;3;0;8.6;
6;2;4;0;7.7;
6;2;5;0;6.7;
6;2;6;0;5.8;
6;2;7;0;4.9;
6;2;8;85;7.1;
6;2;9;339;10.5;
6;2;10;539;13.4;
6;2;11;719;16.0;
6;2;12;827;18.2;
6;2;13;858;19.7;
6;2;14;821;20.7;
6;2;15;700;21.0;
6;2;16;504;20.5;
6;2;17;257;18.9;
6;2;18;103;17.0;
6;2;19;0;15.9;
6;2;20;0;14.9;
6;2;21;0;13.8;
6;2;22;0;12.8;
6;2;23;0;11.8;
6;2;24;0;10.7;
6;3;1;0;9.8;
6;3;2;0;8.8;
6;3;3;0;7.8;
6;3;4;0;6.8;
6;3;5;0;5.7;
6;3;6;0;4.7;
6;3;7;0;3.7;
6;3;8;92;6.0;
6;3;9;346;9.2;
6;3;10;577;12.1;
6;3;11;746;14.6;
6;3;12;867;16.7;
6;3;13;878;18.2;
6;3;14;811;18.9;
6;3;15;698;19.1;
6;3;16;515;18.5;
6;3;17;288;17.1;
6;3;18;38;14.9;
6;3;19;0;13.9;
6;3;20;0;13.0;
6;3;21;0;12.1;
6;3;22;0;11.1;
6;3;23;0;10.2;
6;3;24;0;9.3;
6;4;1;0;8.6;
6;4;2;0;8.0;
6;4;3;0;7.3;
6;4;4;0;6.6;
6;4;5;0;6.0;
6;4;6;0;5.3;
6;4;7;0;4.7;
6;4;8;63;6.4;
6;4;9;256;9.0;
6;4;10;510;12.2;
6;4;11;713;15.2;
6;4;12;843;17.7;
6;4;13;856;19.4;
6;4;14;829;20.5;
6;4;15;742;21.1;
6;4;16;571;20.9;
6;4;17;341;19.7;
6;4;18;98;17.7;
6;4;19;0;16.7;
6;4;20;0;15.7;
6;4;21;0;14.7;
6;4;22;0;13.7;
6;4;23;0;12.8;
6;4;24;0;11.8;
6;5;1;0;10.8;
6;5;2;0;9.9;
6;5;3;0;8.9;
6;5;4;0;7.9;
6;5;5;0;6.9;
6;5;6;0;5.9;
6;5;7;0;4.9;
6;5;8;86;7.2;
6;5;9;315;10.4;
6;5;10;520;13.3;
6;5;11;642;15.5;
6;5;12;755;17.5;
6;5;13;739;18.7;
6;5;14;721;19.5;
6;5;15;648;19.8;
6;5;16;569;19.8;
6;5;17;307;18.6;
6;5;18;98;16.7;
6;5;19;0;15.6;
6;5;20;0;14.5;
6;5;21;0;13.5;
6;5;22;0;12.4;
6;5;23;0;11.3;
6;5;24;0;10.2;
6;6;1;0;9.4;
6;6;2;0;8.5;
6;6;3;0;7.6;
6;6;4;0;6.7;
6;6;5;0;5.8;
6;6;6;0;4.9;
6;6;7;0;4.0;
6;6;8;87;6.3;
6;6;9;250;8.5;
6;6;10;533;11.7;
6;6;11;737;14.7;
6;6;12;844;17.1;
6;6;13;883;18.8;
6;6;14;843;19.9;
6;6;15;717;20.3;
6;6;16;544;19.9;
6;6;17;296;18.5;
6;6;18;76;16.4;
6;6;19;0;15.4;
6;6;20;0;14.4;
6;6;21;0;13.4;
6;6;22;0;12.4;
6;6;23;0;11.4;
6;6;24;0;10.5;
6;7;1;0;9.5;
6;7;2;0;8.6;
6;7;3;0;7.6;
6;7;4;0;6.7;
6;7;5;0;5.7;
6;7;6;0;4.7;
6;7;7;0;3.8;
6;7;8;53;5.1;
6;7;9;316;8.4;
6;7;10;537;11.4;
6;7;11;704;13.9;
6;7;12;805;15.9;
6;7;13;856;17.4;
6;7;14;796;18.3;
6;7;15;669;18.5;
6;7;16;505;18.0;
6;7;17;313;16.8;
6;7;18;72;14.8;
6;7;19;0;13.9;
6;7;20;0;12.9;
6;7;21;0;11.9;
6;7;22;0;11.0;
6;7;23;0;10.0;
6;7;24;0;9.1;
6;8;1;0;8.3;
6;8;2;0;7.6;
6;8;3;0;6.9;
6;8;4;0;6.2;
6;8;5;0;5.4;
6;8;6;0;4.7;
6;8;7;0;4.0;
6;8;8;77;6.0;
6;8;9;316;9.2;
6;8;10;532;12.1;
6;8;11;724;14.8;
6;8;12;814;16.9;
6;8;13;846;18.5;
6;8;14;816;19.5;
6;8;15;724;19.9;
6;8;16;504;19.4;
6;8;17;311;18.1;
6;8;18;46;15.9;
6;8;19;0;15.0;
6;8;20;0;14.1;
6;8;21;0;13.2;
6;8;22;0;12.3;
6;8;23;0;11.4;
6;8;24;0;10.5;
6;9;1;0;9.7;
6;9;2;0;8.9;
6;9;3;0;8.1;
6;9;4;0;7.2;
6;9;5;0;6.4;
6;9;6;0;5.6;
6;9;7;0;4.7;
6;9;8;78;6.8;
6;9;9;275;9.4;
6;9;10;522;12.5;
6;9;11;674;15.1;
6;9;12;787;17.2;
6;9;13;788;18.6;
6;9;14;777;19.6;
6;9;15;674;19.9;
6;9;16;515;19.6;
6;9;17;298;18.3;
6;9;18;56;16.3;
6;9;19;0;15.4;
6;9;20;0;14.5;
6;9;21;0;13.6;
6;9;22;0;12.8;
6;9;23;0;11.9;
6;9;24;0;11.0;
6;10;1;0;10.2;
6;10;2;0;9.4;
6;10;3;0;8.6;
6;10;4;0;7.9;
6;10;5;0;7.1;
6;10;6;0;6.3;
6;10;7;0;5.5;
6;10;8;46;6.8;
6;10;9;260;9.7;
6;10;10;475;12.6;
6;10;11;649;15.2;
6;10;12;772;17.5;
6;10;13;797;19.1;
6;10;14;786;20.2;
6;10;15;675;20.6;
6;10;16;535;20.5;
6;10;17;312;19.3;
6;10;18;85;17.4;
6;10;19;0;16.5;
6;10;20;0;15.6;
6;10;21;0;14.6;
6;10;22;0;13.7;
6;10;23;0;12.8;
6;10;24;0;11.9;
6;11;1;0;11.0;
6;11;2;0;10.2;
6;11;3;0;9.3;
6;11;4;0;8.5;
6;11;5;0;7.6;
6;11;6;0;6.7;
6;11;7;0;5.9;
6;11;8;78;7.9;
6;11;9;301;10.9;
6;11;10;495;13.6;
6;11;11;646;15.9;
6;11;12;779;18.1;
6;11;13;813;19.6;
6;11;14;780;20.6;
6;11;15;658;20.9;
6;11;16;475;20.4;
6;11;17;308;19.2;
6;11;18;48;17.2;
6;11;19;0;16.3;
6;11;20;0;15.5;
6;11;21;0;14.6;
6;11;22;0;13.8;
6;11;23;0;12.9;
6;11;24;0;12.1;
6;12;1;0;11.4;
6;12;2;0;10.7;
6;12;3;0;10.0;
6;12;4;0;9.2;
6;12;5;0;8.5;
6;12;6;0;7.8;
6;12;7;0;7.1;
6;12;8;53;8.5;
6;12;9;304;11.8;
6;12;10;477;14.5;
6;12;11;646;17.0;
6;12;12;783;19.2;
6;12;13;800;20.7;
6;12;14;753;21.6;
6;12;15;661;22.0;
6;12;16;469;21.5;
6;12;17;256;20.2;
6;12;18;61;18.3;
6;12;19;0;17.4;
6;12;20;0;16.4;
6;12;21;0;15.5;
6;12;22;0;14.5;
6;12;23;0;13.6;
6;12;24;0;12.6;
6;13;1;0;11.7;
6;13;2;0;10.7;
6;13;3;0;9.7;
6;13;4;0;8.8;
6;13;5;0;7.8;
6;13;6;0;6.8;
6;13;7;0;5.9;
6;13;8;72;7.7;
6;13;9;300;10.8;
6;13;10;519;13.7;
6;13;11;693;16.4;
6;13;12;749;18.2;
6;13;13;788;19.6;
6;13;14;789;20.6;
6;13;15;660;20.9;
6;13;16;506;20.6;
6;13;17;296;19.3;
6;13;18;57;17.3;
6;13;19;0;16.4;
6;13;20;0;15.5;
6;13;21;0;14.6;
6;13;22;0;13.7;
6;13;23;0;12.8;
6;13;24;0;11.9;
6;14;1;0;11.1;
6;14;2;0;10.4;
6;14;3;0;9.7;
6;14;4;0;8.9;
6;14;5;0;8.2;
6;14;6;0;7.4;
6;14;7;0;6.7;
6;14;8;55;8.1;
6;14;9;250;10.8;
6;14;10;422;13.2;
6;14;11;621;15.8;
6;14;12;668;17.5;
6;14;13;697;18.8;
6;14;14;724;19.9;
6;14;15;664;20.5;
6;14;16;485;20.3;
6;14;17;258;19.1;
6;14;18;50;17.3;
6;14;19;0;16.4;
6;14;20;0;15.5;
6;14;21;0;14.6;
6;14;22;0;13.7;
6;14;23;0;12.8;
6;14;24;0;11.9;
6;15;1;0;11.0;
6;15;2;0;10.1;
6;15;3;0;9.3;
6;15;4;0;8.4;
6;15;5;0;7.5;
6;15;6;0;6.6;
6;15;7;0;5.7;
6;15;8;74;7.7;
6;15;9;293;10.6;
6;15;10;510;13.5;
6;15;11;677;16.0;
6;15;12;768;18.0;
6;15;13;804;19.5;
6;15;14;776;20.5;
6;15;15;662;20.8;
6;15;16;498;20.4;
6;15;17;293;19.1;
6;15;18;65;17.1;
6;15;19;0;16.3;
6;15;20;0;15.4;
6;15;21;0;14.5;
6;15;22;0;13.6;
6;15;23;0;12.8;
6;15;24;0;11.9;
6;16;1;0;11.1;
6;16;2;0;10.4;
6;16;3;0;9.6;
6;16;4;0;8.9;
6;16;5;0;8.1;
6;16;6;0;7.4;
6;16;7;0;6.6;
6;16;8;43;7.8;
6;16;9;273;10.8;
6;16;10;470;13.6;
6;16;11;635;16.1;
6;16;12;734;18.2;
6;16;13;744;19.6;
6;16;14;701;20.4;
6;16;15;629;20.8;
6;16;16;465;20.4;
6;16;17;289;19.3;
6;16;18;64;17.5;
6;16;19;0;16.6;
6;16;20;0;15.8;
6;16;21;0;14.9;
6;16;22;0;14.0;
6;16;23;0;13.1;
6;16;24;0;12.3;
6;17;1;0;11.5;
6;17;2;0;10.7;
6;17;3;0;9.9;
6;17;4;0;9.1;
6;17;5;0;8.2;
6;17;6;0;7.4;
6;17;7;0;6.6;
6;17;8;74;8.6;
6;17;9;261;11.0;
6;17;10;508;14.0;
6;17;11;653;16.5;
6;17;12;767;18.5;
6;17;13;796;20.0;
6;17;14;777;21.0;
6;17;15;666;21.4;
6;17;16;479;20.9;
6;17;17;280;19.7;
6;17;18;31;17.6;
6;17;19;0;16.9;
6;17;20;0;16.2;
6;17;21;0;15.4;
6;17;22;0;14.7;
6;17;23;0;14.0;
6;17;24;0;13.3;
6;18;1;0;12.7;
6;18;2;0;12.1;
6;18;3;0;11.5;
6;18;4;0;10.9;
6;18;5;0;10.2;
6;18;6;0;9.6;
6;18;7;0;9.0;
6;18;8;61;10.7;
6;18;9;275;13.6;
6;18;10;468;16.4;
6;18;11;663;19.1;
6;18;12;753;21.2;
6;18;13;796;22.8;
6;18;14;788;23.9;
6;18;15;634;24.2;
6;18;16;512;23.9;
6;18;17;295;22.7;
6;18;18;25;20.6;
6;18;19;0;19.6;
6;18;20;0;18.6;
6;18;21;0;17.7;
6;18;22;0;16.7;
6;18;23;0;15.7;
6;18;24;0;14.7;
6;19;1;0;13.8;
6;19;2;0;12.9;
6;19;3;0;12.0;
6;19;4;0;11.0;
6;19;5;0;10.1;
6;19;6;0;9.2;
6;19;7;0;8.3;
6;19;8;71;10.1;
6;19;9;272;12.8;
6;19;10;508;15.8;
6;19;11;629;18.1;
6;19;12;764;20.2;
6;19;13;817;21.9;
6;19;14;783;22.9;
6;19;15;672;23.3;
6;19;16;516;23.0;
6;19;17;290;21.7;
6;19;18;55;19.7;
6;19;19;0;18.8;
6;19;20;0;17.8;
6;19;21;0;16.8;
6;19;22;0;15.8;
6;19;23;0;14.9;
6;19;24;0;13.9;
6;20;1;0;13.0;
6;20;2;0;12.2;
6;20;3;0;11.3;
6;20;4;0;10.4;
6;20;5;0;9.5;
6;20;6;0;8.6;
6;20;7;0;7.8;
6;20;8;74;9.7;
6;20;9;290;12.6;
6;20;10;509;15.5;
6;20;11;671;18.0;
6;20;12;754;19.9;
6;20;13;794;21.4;
6;20;14;793;22.4;
6;20;15;669;22.8;
6;20;16;458;22.2;
6;20;17;296;21.0;
6;20;18;45;19.0;
6;20;19;0;18.1;
6;20;20;0;17.1;
6;20;21;0;16.2;
6;20;22;0;15.3;
6;20;23;0;14.4;
6;20;24;0;13.5;
6;21;1;0;12.6;
6;21;2;0;11.8;
6;21;3;0;11.0;
6;21;4;0;10.1;
6;21;5;0;9.3;
6;21;6;0;8.4;
6;21;7;0;7.6;
6;21;8;53;9.0;
6;21;9;296;12.2;
6;21;10;499;15.1;
6;21;11;635;17.4;
6;21;12;776;19.6;
6;21;13;824;21.2;
6;21;14;796;22.3;
6;21;15;663;22.6;
6;21;16;481;22.2;
6;21;17;289;20.9;
6;21;18;54;18.9;
6;21;19;0;18.0;
6;21;20;0;17.1;
6;21;21;0;16.2;
6;21;22;0;15.3;
6;21;23;0;14.4;
6;21;24;0;13.5;
6;22;1;0;12.7;
6;22;2;0;11.9;
6;22;3;0;11.0;
6;22;4;0;10.1;
6;22;5;0;9.3;
6;22;6;0;8.4;
6;22;7;0;7.6;
6;22;8;56;9.1;
6;22;9;271;12.0;
6;22;10;500;15.0;
6;22;11;629;17.4;
6;22;12;725;19.3;
6;22;13;741;20.7;
6;22;14;741;21.7;
6;22;15;657;22.1;
6;22;16;528;22.0;
6;22;17;307;20.9;
6;22;18;68;18.9;
6;22;19;0;18.0;
6;22;20;0;17.1;
6;22;21;0;16.3;
6;22;22;0;15.4;
6;22;23;0;14.5;
6;22;24;0;13.6;
6;23;1;0;12.8;
6;23;2;0;12.1;
6;23;3;0;11.3;
6;23;4;0;10.6;
6;23;5;0;9.9;
6;23;6;0;9.1;
6;23;7;0;8.4;
6;23;8;54;9.8;
6;23;9;204;11.8;
6;23;10;434;14.5;
6;23;11;611;17.0;
6;23;12;624;18.6;
6;23;13;711;20.1;
6;23;14;634;20.8;
6;23;15;581;21.2;
6;23;16;418;20.8;
6;23;17;244;19.8;
6;23;18;40;18.1;
6;23;19;0;17.2;
6;23;20;0;16.4;
6;23;21;0;15.5;
6;23;22;0;14.7;
6;23;23;0;13.8;
6;23;24;0;13.0;
6;24;1;0;12.1;
6;24;2;0;11.3;
6;24;3;0;10.5;
6;24;4;0;9.7;
6;24;5;0;8.8;
6;24;6;0;8.0;
6;24;7;0;7.2;
6;24;8;85;9.5;
6;24;9;314;12.5;
6;24;10;537;15.5;
6;24;11;713;18.2;
6;24;12;811;20.4;
6;24;13;854;22.0;
6;24;14;804;22.9;
6;24;15;670;23.2;
6;24;16;511;22.7;
6;24;17;314;21.4;
6;24;18;82;19.4;
6;24;19;0;18.3;
6;24;20;0;17.3;
6;24;21;0;16.2;
6;24;22;0;15.1;
6;24;23;0;14.1;
6;24;24;0;13.0;
6;25;1;0;12.0;
6;25;2;0;11.0;
6;25;3;0;10.0;
6;25;4;0;9.0;
6;25;5;0;8.0;
6;25;6;0;7.0;
6;25;7;0;6.0;
6;25;8;54;7.4;
6;25;9;245;9.9;
6;25;10;494;13.0;
6;25;11;706;16.0;
6;25;12;831;18.4;
6;25;13;869;20.2;
6;25;14;810;21.3;
6;25;15;690;21.7;
6;25;16;523;21.3;
6;25;17;283;19.9;
6;25;18;82;18.0;
6;25;19;0;16.9;
6;25;20;0;15.9;
6;25;21;0;14.8;
6;25;22;0;13.8;
6;25;23;0;12.8;
6;25;24;0;11.7;
6;26;1;0;10.8;
6;26;2;0;9.8;
6;26;3;0;8.8;
6;26;4;0;7.8;
6;26;5;0;6.8;
6;26;6;0;5.8;
6;26;7;0;4.8;
6;26;8;78;6.8;
6;26;9;322;10.1;
6;26;10;546;13.1;
6;26;11;720;15.8;
6;26;12;816;17.9;
6;26;13;852;19.4;
6;26;14;837;20.5;
6;26;15;680;20.7;
6;26;16;523;20.2;
6;26;17;296;18.8;
6;26;18;45;16.7;
6;26;19;0;15.7;
6;26;20;0;14.8;
6;26;21;0;13.8;
6;26;22;0;12.9;
6;26;23;0;11.9;
6;26;24;0;11.0;
6;27;1;0;10.2;
6;27;2;0;9.4;
6;27;3;0;8.6;
6;27;4;0;7.8;
6;27;5;0;7.0;
6;27;6;0;6.2;
6;27;7;0;5.4;
6;27;8;43;6.5;
6;27;9;299;10.0;
6;27;10;495;12.9;
6;27;11;690;15.7;
6;27;12;812;18.0;
6;27;13;852;19.7;
